   15    1         84580.83000    4  
   15    2        159451.50000    9  
   15    3        243600.70000    6  
   15    4        414922.80000          1
   15    5        524462.90000          2
   15    6       1777820.00000          0
   15    7       2125800.00000          0
   15    8       2497100.00000          0
   15    9       3001400.00000          0
   15   10       3423200.00000          0
   15   11       3867100.00000          6
   15   12       4523000.00000          1
   15   13       4934000.00000          2
   15   14      22719920.00000          1
   15   15      24759942.50000          2
   16    1         83559.10000    9  
   16    2        188232.70000    4  
   16    3        280600.00000    9  
   16    4        380870.00000          2
   16    5        585514.10000          1
   16    6        710194.70000          2
   16    7       2266000.00000          1
   16    8       2651500.00000          4
   16    9       3061300.00000          5
   16   10       3609000.00000          4
   16   11       4071300.00000          1
   16   12       4552500.00000          6
   16   13       5260000.00000          1
   16   14       5702400.00000          2
   16   15      26001513.00000          1
   16   16      28182526.00000          2
   17    1        104591.00000    6  
   17    2        192070.00000    9  
   17    3        319500.00000    4  
   17    4        431226.00000          1
   17    5        547000.00000          2
   17    6        782600.00000          1
   17    7        921093.00000          2
   17    8       2809100.00000          0
   17    9       3232700.00000          0
   17   10       3674900.00000          0
   17   11       4268900.00000          0
   17   12       4774000.00000          0
   17   13       5293800.00000          6
   17   14       6047200.00000          1
   17   15       6526714.00000          2
   17   16      29507666.00000          1
   17   17      31828900.00000          2
   18    1        127109.80000    1  
   18    2        222848.20000    6  
   18    3        328600.00000    9  
   18    4        482400.00000    4  
   18    5        605100.00000    9  
   18    6        734040.00000    6  
   18    7       1002730.00000    1  
   18    8       1157056.00000    2  
   18    9       3407300.00000    1  
   18   10       3860900.00000    6  
   18   11       4347000.00000    15  
   18   12       4986600.00000    20  
   18   13       5533800.00000    15  
   18   14       6095500.00000    6   
   18   15       6894200.00000    1   
   18   16       7407274.00000    2   
   18   17      33236829.00000    1   
   18   18      35699780.00000    2   
   19    1         35009.81400    2   
   19    2        255100.00000    1   
   19    3        369450.00000    6   
   19    4        491300.00000    9   
   19    5        666700.00000    4   
   19    6        802000.00000    9   
   19    7        948200.00000    6   
   19    8       1249200.00000    1   
   19    9       1418063.00000    2   
   19   10       4063000.00000    1   
   19   11       4555000.00000    6   
   19   12       5077000.00000    15  
   19   13       5764000.00000    20  
   19   14       6345000.00000    15  
   19   15       6945000.00000    6   
   19   16       7810000.00000    1   
   19   17       8344200.00000    2   
   19   18      37188200.00000    1   
   19   19      39795750.00000    2   
   20    1         49305.95000    1   
   20    2         95751.87000    2   
   20    3        410642.00000    1   
   20    4        542600.00000    6   
   20    5        681600.00000    9   
   20    6        877400.00000    5   
   20    7       1026000.00000    9   
   20    8       1187600.00000    6   
   20    9       1520640.00000    1   
   20   10       1704047.00000    2   
   20   11       4774000.00000    1   
   20   12       5301000.00000    6   
   20   13       5861000.00000    15   
   20   14       6595000.00000    20   
   20   15       7215000.00000    15   
   20   16       7860000.00000    6    
   20   17       8770000.00000    1    
   20   18       9338000.00000    2    
   20   19      41366000.00000    1    
   20   20      44117410.00000    2    
   21    1         52922.00000    10   
   21    2        103237.10000    15   
   21    3        199677.37000    10   
   21    4        592732.00000          1
   21    5        739500.00000          4
   21    6        892700.00000          5
   21    7       1113000.00000          4
   21    8       1275000.00000          1
   21    9       1452000.00000          2
   21   10       1816200.00000          1
   21   11       2014760.00000          2
   21   12       5543900.00000          1
   21   13       6103000.00000          4
   21   14       6701000.00000          5
   21   15       7481000.00000          4
   21   16       8140000.00000          1
   21   17       8820000.00000          6
   21   18       9780000.00000          1
   21   19      10388200.00000          2
   21   20      45770000.00000          1
   21   21      48665520.00000          2
   22    1         55010.00000    21   
   22    2        109494.00000    28   
   22    3        221735.60000    21   
   22    4        348973.30000          4
   22    5        800900.00000          1
   22    6        964100.00000          4
   22    7       1136000.00000          5
   22    8       1374000.00000          4
   22    9       1549000.00000          1
   22   10       1741500.00000          2
   22   11       2137900.00000          1
   22   12       2351080.00000          2
   22   13       6354300.00000          1
   22   14       6961000.00000          4
   22   15       7597000.00000          5
   22   16       8420000.00000          4
   22   17       9120000.00000          1
   22   18       9850000.00000          6
   22   19      10860000.00000          1
   22   20      11497000.00000          2
   22   21      50401000.00000          1
   22   22      53440800.00000          2
   23    1         54360.00000    28   
   23    2        118200.00000    25   
   23    3        236410.00000    28   
   23    4        376730.00000          5
   23    5        526532.00000          4
   23    6       1033400.00000          1
   23    7       1215000.00000          4
   23    8       1399000.00000          5
   23    9       1660000.00000          4
   23   10       1859000.00000          1
   23   11       2062000.00000          2
   23   12       2485000.00000          1
   23   13       2712250.00000          2
   23   14       7227000.00000          1
   23   15       7870000.00000          4
   23   16       8549000.00000          5
   23   17       9420000.00000          4
   23   18      10160000.00000          1
   23   19      10930000.00000          6
   23   20      11990000.00000          1
   23   21      12660000.00000          2
   23   22      55259000.00000          1
   23   23      58443900.00000          2
   24    1         54575.60000    7    
   24    2        132966.00000    6    
   24    3        249700.00000    25   
   24    4        396500.00000          4
   24    5        560200.00000          5
   24    6        731020.00000          4
   24    7       1291900.00000          1
   24    8       1490000.00000          4
   24    9       1688000.00000          5
   24   10       1971000.00000          4
   24   11       2184000.00000          1
   24   12       2404000.00000          2
   24   13       2862000.00000          1
   24   14       3098520.00000          2
   24   15       8151000.00000          1
   24   16       8850000.00000          4
   24   17       9560000.00000          5
   24   18      10480000.00000          4
   24   19      11260000.00000          1
   24   20      12070000.00000          6
   24   21      13180000.00000          1
   24   22      13882000.00000          2
   24   23      60344000.00000          1
   24   24      63675900.00000          2
   25    1         59959.40000    6     
   25    2        126145.00000    7     
   25    3        271550.00000    6
   25    4        413000.00000          1
   25    5        584000.00000          4
   25    6        771100.00000          5
   25    7        961440.00000          4
   25    8       1569000.00000          1
   25    9       1789000.00000          4
   25   10       2003000.00000          5
   25   11       2307000.00000          4
   25   12       2536000.00000          1
   25   13       2771000.00000          2
   25   14       3250000.00000          1
   25   15       3509820.00000          2
   25   16       9152000.00000          1
   25   17       9872000.00000          4
   25   18      10620000.00000          5
   25   19      11590000.00000          4
   25   20      12410000.00000          1
   25   21      13260000.00000          6
   25   22      14420000.00000          1
   25   23      15162000.00000          2
   25   24      65660000.00000          1
   25   25      69137400.00000          2
   26    1         63737.00000    25   
   26    2        130563.00000    30   
   26    3        247220.00000    25   
   26    4        442000.00000    6    
   26    5        605000.00000    25   
   26    6        799000.00000    28   
   26    7       1008000.00000    21   
   26    8       1218380.00000    10   
   26    9       1884000.00000    1    
   26   10       2114000.00000    6    
   26   11       2341000.00000    9    
   26   12       2668000.00000    20   
   26   13       2912000.00000    9    
   26   14       3163000.00000    6    
   26   15       3686000.00000    1    
   26   16       3946280.00000    2    
   26   17      10180000.00000    1    
   26   18      10985000.00000    6    
   26   19      11850000.00000    15   
   26   20      12708000.00000    20   
   26   21      13620000.00000    15   
   26   22      14510000.00000    6    
   26   23      15797000.00000    1    
   26   24      16500000.00000    2    
   26   25      71203000.00000    1    
   26   26      74829600.00000    2    
   27    1         63430.00000    28   
   27    2        137795.00000    21   
   27    3        270200.00000    28   
   27    4        413500.00000          9
   27    5        641000.00000          6
   27    6        823000.00000          1
   27    7       1040000.00000          4
   27    8       1273000.00000          5
   27    9       1501300.00000          4
   27   10       2221000.00000          1
   27   11       2460000.00000          4
   27   12       2710000.00000          5
   27   13       3057000.00000          4
   27   14       3315000.00000          1
   27   15       3580000.00000          2
   27   16       4129200.00000          1
   27   17       4408500.00000          2
   27   18      11269000.00000          1
   27   19      12135000.00000          4
   27   20      12930000.00000          5
   27   21      13990000.00000          4
   27   22      14890000.00000          1
   27   23      15820000.00000          6
   27   24      17090000.00000          1
   27   25      17897000.00000          2
   27   26      76979000.00000          1
   27   27      80753200.00000          2
   28    1         61600.00000    21   
   28    2        146541.56000    10   
   28    3        283800.00000    21   
   28    4        443000.00000          10
   28    5        613500.00000          9
   28    6        870000.00000          6
   28    7       1070000.00000          1
   28    8       1310000.00000          4
   28    9       1560000.00000          5
   28   10       1812000.00000          4
   28   11       2589000.00000          1
   28   12       2840000.00000          4
   28   13       3100000.00000          5
   28   14       3470000.00000          4
   28   15       3740000.00000          1
   28   16       4020000.00000          2
   28   17       4606000.00000          1
   28   18       4896200.00000          2
   28   19      12430000.00000          1
   28   20      13290000.00000          4
   28   21      14160000.00000          5
   28   22      15280000.00000          4
   28   23      16220000.00000          1
   28   24      17190000.00000          6
   28   25      18510000.00000          1
   28   26      19351000.00000          2
   28   27      82984000.00000          1
   28   28      86909400.00000          2
   29    1         62317.44000    2    
   29    2        163669.20000    1    
   29    3        297140.00000    10   
   29    4        462800.00000    45   
   29    5        644000.00000    120  
   29    6        831000.00000    210  
   29    7       1120000.00000    252   
   29    8       1339000.00000    210  
   29    9       1605000.00000    120  
   29   10       1871000.00000    45   
   29   11       2146000.00000    10   
   29   12       2975000.00000    1    
   29   13       3234000.00000    6    
   29   14       3508000.00000    15   
   29   15       3903000.00000    20   
   29   16       4194000.00000    15   
   29   17       4493000.00000    6    
   29   18       5105000.00000    1    
   29   19       5409000.00000    2    
   29   20      13628000.00000    1    
   29   21      14550000.00000    6    
   29   22      15450000.00000    15    
   29   23      16620000.00000    20   
   29   24      17600000.00000    15   
   29   25      18620000.00000    6    
   29   26      19986000.00000    1    
   29   27      20870000.00000    2    
   29   28      89223500.00000    1    
   29   29      93297700.00000    2    
   30    1         75769.33000    1    
   30    2        144892.60000    2    
   30    3        320390.00000    1    
   30    4        480490.00000          0 
   30    5        660000.00000          0
   30    6        871000.00000          0
   30    7       1081000.00000          0
   30    8       1403000.00000          0
   30    9       1637000.00000          0
   30   10       1920000.00000          0
   30   11       2210000.00000          0
   30   12       2507000.00000          0
   30   13       3385000.00000          0
   30   14       3662000.00000          0
   30   15       3952000.00000          0
   30   16       4372000.00000          0
   30   17       4670000.00000          0
   30   18       4990000.00000          0
   30   19       5630000.00000          0
   30   20       5947260.00000          0
   30   21      14890000.00000          0
   30   22      15860000.00000          0
   30   23      16810000.00000          0
   30   24      18020000.00000          0
   30   25      19040000.00000          0
   30   26      20110000.00000          6
   30   27      21490000.00000          1
   30   28      22450000.00000          2
   30   29      95696100.00000          1
   30   30      99921800.00000          2
